顾客编号	大类名称	中类名称	小类名称	销售日期	销售数量	销售金额	商品单价
622	粮油	液体调料	滴醋	20150113	1		8.2
622	休闲	口香糖	无糖口香糖	20150113	1		16
622	洗化	口腔卫生用品	成人牙膏	20150113	1		15.9
625	蔬果	水果	蕉类	20150113	1.044		9.98
64	蔬果	蔬菜	花果	20150113	1.012		12
626	蔬果	蔬菜	其它蔬菜	20150113	1		18
627	日配	冷藏乳品	冷藏乳酸菌	20150113	1		12.9
628	休闲	糖果	夹心糖	20150113	1		13.9
629	蔬果	蔬菜	花果	20150113	0.824		9.96
630	粮油	酱菜类	榨菜	20150113	1		0.5
631	粮油	南北干货	其他南北干货	20150113	0.208		70
127	粮油	袋装速食面组	猪肉口味	20150113	1		14.7
92	蔬果	水果	梨类	20150113	1.214		4
108	日配	蛋类	新鲜蛋品	20150113	0.424		8.5
108	粮油	袋装速食面组	牛肉口味	20150113	1		14.7
108	休闲	即食熟制品	鱼类	20150113	1		1
628	休闲	即食熟制品	肉松	20150113	1		9.5
619	休闲	饼干	酥性	20150113	1		3.7
620	蔬果	蔬菜	花果	20150113	0.426		5.6
93	蔬果	蔬菜	叶菜	20150113	0.58		6
622	洗化	口腔卫生用品	成人牙膏	20150113	1		18.9
621	蔬果	水果	蕉类	20150113	1.389		5.96
127	蔬果	蔬菜	花果	20150113	0.344		9.6
632	洗化	纸制品	无芯纸	20150113	1		6.9
326	洗化	卫生巾	套装卫生巾	20150113	1		6
633	粮油	液体调料	料酒	20150113	1		6.7
64	粮油	袋装速食面	干脆面	20150113	1		1.5
457	蔬果	蔬菜	花果	20150113	0.728		9.96
51	蔬果	蔬菜	根茎	20150113	0.472		3.96
74	家居	粘合用品	粘钩	20150113	1		3.5
626	日配	冷藏乳品	冷藏原味鲜乳	20150113	1		12.8
624	蔬果	蔬菜	根茎	20150113	0.221		3.96
617	日配	常温乳品	利乐枕纯奶	20150113	1		2.7
634	洗化	纸制品	手帕纸	20150113	1		6.9
635	休闲	无糖食品	无糖休闲食品	20150113	1		20
636	洗化	洗衣用品	洗衣粉	20150113	1		23.9
630	粮油	酱菜类	笋类	20150113	1		1.7
630	休闲	饼干	趣味/休闲	20150113	1		4.5
637	家居	厨房整理	塑料盆	20150113	1		13
638	酒饮	茶饮料	凉茶	20150113	1		3
365	洗化	婴幼儿用品	婴幼儿护肤用品	20150113	1		2.9
621	粮油	液体调料	料酒	20150113	1		5.9
205	蔬果	蔬菜	菌菇类	20150113	0.342		16.8
631	蔬果	蔬菜	叶菜	20150113	0.188		5.6
51	休闲	饼干	散称饼干	20150113	0.312		19.8
127	蔬果	蔬菜	根茎	20150113	0.642		1.8
628	休闲	炒货	香瓜子	20150113	0.33		13.8
629	肉禽	猪肉	鲜猪肉	20150113	0.23		29.8
639	日配	蛋类	新鲜蛋品	20150113	0.424		8.5
365	洗化	卫生巾	卫生护垫	20150113	1		4.7
481	休闲	即食熟制品	肉松	20150113	1		12.5
326	洗化	卫生巾	日用卫生巾	20150113	1		8.9
162	蔬果	水果	苹果类	20150113	1.218		11.98
151	蔬果	加工豆类	豆腐	20150113	0.392		2.96
622	粮油	液体调料	凉拌酱油	20150113	1		6.9
9	洗化	芳香防霉剂	喷雾式芳香剂	20150113	1		11.9
269	日配	常温乳品	利乐砖酸酸乳	20150113	1		66
70	肉禽	加工肉类	冷冻加工肉类	20150113	0.15		25.8
434	日配	冷藏乳品	冷藏加味酸乳	20150113	1		7.5
640	酒饮	乳饮料	乳酸菌饮料	20150113	1		4.7
74	洗化	洗衣用品	洗衣液	20150113	1		28.7
372	日配	蛋类	新鲜蛋品	20150113	0.998		6.78
46	休闲	炒货	带壳花生	20150113	0.418		11.8
504	蔬果	蔬菜	其它蔬菜	20150113	4		2
47	蔬果	水果	柑桔柚类	20150113	0.656		10
641	粮油	酱菜类	瓜类	20150113	1		5.9
636	洗化	洗衣用品	洗衣皂	20150113	1		4.7
51	蔬果	加工豆类	豆干豆皮	20150113	0.164		9.96
457	休闲	炒货	香瓜子	20150113	0.27		13.8
621	文体	笔类	中性笔	20150113	1		1.5
415	粮油	南北干货	木耳	20150113	0.056		89.8
108	粮油	调味料	鸡精	20150113	1		8.9
640	粮油	南北干货	其他南北干货	20150113	0.244		70
642	休闲	炒货	豆类	20150113	1		4.3
337	蔬果	蔬菜	花果	20150113	0.432		3.96
632	休闲	饼干	薄脆	20150113	1		9.9
592	蔬果	蔬菜	叶菜	20150113	0.3		5.56
643	蔬果	蔬菜	花果	20150113	0.638		5.8
339	休闲	炒货	带壳花生	20150113	0.19		11.8
644	粮油	五谷杂粮	杂粮	20150113	0.842		13.8
633	粮油	盐/糖	绵白糖	20150113	1		6.8
464	蔬果	加工豆类	豆类料理	20150113	0.128		27.2
64	粮油	酱菜类	榨菜	20150113	5		0.5
645	酒饮	茶饮料	红茶	20150113	1		2.5
646	日配	冷冻火锅类	火锅丸类	20150113	0.534		32.6
304	熟食	凉拌熟食	凉拌素食	20150113	0.396		20
74	家居	家事收纳	其他家事收纳	20150113	1		14
624	蔬果	蔬菜	花果	20150113	0.511		2.58
630	粮油	酱菜类	笋类	20150113	1		1.7
630	休闲	蜜饯	枣	20150113	1		4.9
647	休闲	膨化点心	袋装薯片	20150113	1		3.3
634	洗化	婴幼儿用品	婴幼儿护肤用品	20150113	1		13.9
51	蔬果	蔬菜	菌菇类	20150113	0.162		16.8
628	日配	常温乳品	利乐砖营养奶	20150113	1		76
578	日配	蛋类	新鲜蛋品	20150113	1.132		19.8
639	蔬果	蔬菜	花果	20150113	0.378		9.6
163	洗化	纸制品	软抽纸巾	20150113	1		15.9
47	熟食	现制中式面点	现制蒸类	20150113	2		0.5
629	洗化	纸制品	无芯纸	20150113	1		10.9
644	粮油	调味料	淀/酵/碱粉	20150113	1		3.7
269	日配	常温乳品	利乐砖纯奶	20150113	1		3
638	酒饮	茶饮料	红茶	20150113	1		2.5
638	酒饮	茶饮料	奶茶	20150113	1		3.9
47	蔬果	蔬菜	芽菜	20150113	0.386		1.76
644	蔬果	蔬菜	菌菇类	20150113	0.26		9
151	蔬果	蔬菜	花果	20150113	0.522		1.6
615	蔬果	蔬菜	花果	20150113	0.542		5.8
620	日配	蛋类	新鲜蛋品	20150113	0.894		6.78
372	日配	冷藏乳品	冷藏加味酸乳	20150113	1		11.9
372	针织	男袜	男绅士袜	20150113	1		7.5
642	蔬果	蔬菜	根茎	20150113	0.496		5
642	文体	学生用品	卷笔器	20150113	1		2.3
621	粮油	南北干货	粉丝/条	20150113	2		4.3
621	休闲	饼干	酥性	20150113	0.526		19.6
415	日配	冷藏乳品	冷藏加味酸乳	20150113	15		2.4
107	蔬果	加工豆类	豆腐	20150113	0.632		2.96
107	粮油	调味料	调理粉	20150113	1		4.7
127	蔬果	加工豆类	豆腐	20150113	0.512		2.96
625	蔬果	蔬菜	花果	20150113	0.659		2.58
70	蔬果	蔬菜	花果	20150113	0.294		16
74	日配	蛋类	咸蛋	20150113	1		17.9
51	冲调	冲饮品	奶茶饮品	20150113	3		3
108	蔬果	蔬菜	叶菜	20150113	0.546		6.56
108	休闲	即食熟制品	其他即食熟制品	20150113	1		1
516	日配	蛋类	新鲜蛋品	20150113	0.898		6.78
212	休闲	炒货	去壳花生	20150113	1		2.9
46	休闲	即食熟制品	肉松	20150113	1		9.5
578	粮油	煮食面/粉	挂面	20150113	1		6.9
481	日配	常温肉制品	猪肉火腿肠	20150113	1		16.3
280	蔬果	蔬菜	叶菜	20150113	0.117		5.56
644	粮油	调味料	香辛料	20150113	0.104		68
648	粮油	盐/糖	其他盐/糖	20150113	1		11.7
604	熟食	现制中式面点	现制蒸类	20150113	4		0.5
620	蔬果	蔬菜	叶菜	20150113	0.558		2.56
619	洗化	口腔卫生用品	成人牙膏	20150113	1		12.9
326	洗化	纸制品	湿巾纸	20150113	1		3.9
622	粮油	液体调料	凉拌酱油	20150113	1		7.9
622	粮油	酱菜类	腐乳	20150113	1		6.7
624	休闲	饼干	曲奇	20150113	0.072		66
628	休闲	即食熟制品	鱼类	20150113	1		3.9
649	蔬果	蔬菜	花果	20150113	0.482		12
634	休闲	巧克力	巧克力礼盒	20150113	1		31.9
339	蔬果	蔬菜	叶菜	20150113	0.232		5.6
644	粮油	南北干货	红枣	20150113	0.466		37.8
617	蔬果	蔬菜	根茎	20150113	0.457		3.96
647	蔬果	水果	梨类	20150113	2.143		3.18
647	蔬果	水果	蕉类	20150113	1.398		5.96
397	蔬果	蔬菜	花果	20150113	0.63		5.8
397	蔬果	加工豆类	豆腐	20150113	0.339		2.96
637	粮油	酱菜类	蔬菜	20150113	1		2.3
642	家居	厨房整理	塑料盆	20150113	1		9
267	休闲	炒货	香瓜子	20150113	0.246		13.8
326	洗化	纸制品	湿巾纸	20150113	1		2.9
622	粮油	煮食面/粉	挂面	20150113	1		5.7
625	蔬果	蔬菜	花果	20150113	0.312		9.96
625	蔬果	水果	梨类	20150113	0.732		9.96
74	家居	粘合用品	粘钩	20150113	1		18
630	粮油	袋装速食面	干脆面	20150113	1		0.5
636	粮油	盐/糖	其他盐/糖	20150113	1		11.7
650	肉禽	猪肉	鲜猪肉	20150113	0.388		29.8
629	粮油	酱菜类	榨菜	20150113	1		0.5
337	蔬果	水果	蕉类	20150113	0.956		9.98
646	日配	常温肉制品	猪肉火腿肠	20150113	1		16.3
634	洗化	口腔卫生用品	儿童牙膏	20150113	1		7.7
634	家居	塑料餐具	塑料便携杯/太	20150113	1		16
457	日配	冷藏乳品	冷藏乳酸菌	20150113	1		12.9
163	休闲	饼干	趣味/休闲	20150113	1		13.9
365	蔬果	水果	苹果类	20150113	1.202		10
47	蔬果	加工豆类	豆干豆皮	20150113	0.158		7.76
47	蔬果	水果	其它水果	20150113	0.364		30
621	蔬果	蔬菜	叶菜	20150113	1.086		1.96
623	蔬果	蔬菜	花果	20150113	0.556		5.8
127	洗化	纸制品	手帕纸	20150113	1		5.9
644	粮油	盐/糖	功能盐	20150113	1		2.8
633	休闲	炒货	香瓜子	20150113	0.196		13.8
622	粮油	盐/糖	功能盐	20150113	1		2.8
622	粮油	调味酱	辣酱	20150113	1		7.9
622	粮油	酱菜类	笋类	20150113	1		2.3
474	日配	蛋类	新鲜蛋品	20150113	0.864		6.78
592	粮油	五谷杂粮	饺子粉	20150113	1		35.9
615	蔬果	蔬菜	根茎	20150113	0.421		7.6
642	蔬果	蔬菜	根茎	20150113	0.618		3.8
64	粮油	袋装速食面	其他袋装面	20150113	10		1.3
74	家居	粘合用品	粘钩	20150113	-1		18
622	粮油	液体调料	料酒	20150113	1		5.5
642	休闲	炒货	带壳花生	20150113	0.25		11.8
642	文体	笔类	铅笔/活动铅笔	20150113	1		10.3
630	洗化	纸制品	无芯纸	20150113	1		15.7
64	粮油	罐头	肉类罐头	20150113	1		6.9
651	酒饮	其他国产酒	国产滋补酒	20150113	1		15
51	蔬果	蔬菜	叶菜	20150113	1		4.98
630	休闲	糕点	蛋糕	20150113	1		7.9
630	休闲	炒货	香瓜子	20150113	1		5.2
76	休闲	膨化点心	进口膨化	20150113	0.078		58
628	休闲	蜜饯	山楂	20150113	1		5.9
628	休闲	巧克力	夹心巧克力	20150113	1		10.8
649	蔬果	加工豆类	豆干豆皮	20150113	0.238		5
415	粮油	南北干货	蔬菜	20150113	0.17		70
107	日配	常温乳品	利乐砖纯奶	20150113	24		3
592	蔬果	蔬菜	芽菜	20150113	0.318		1.48
592	蔬果	蔬菜	鲜调味	20150113	0.269		5.98
650	蔬果	加工豆类	豆干豆皮	20150113	0.244		7.76
623	日配	冷冻火锅类	火锅丸类	20150113	0.466		32.6
51	粮油	南北干货	粉丝/条	20150113	1		4.3
108	熟食	中式熟菜	中式水产熟菜	20150113	0.23		28
108	酒饮	香烟	国产省外香烟	20150113	3		7.5
628	休闲	饼干	夹心	20150113	1		6.9
628	休闲	饼干	进口饼干	20150113	1		9.8
629	蔬果	蔬菜	花果	20150113	0.45		2.58
622	粮油	煮食面/粉	挂面	20150113	1		5.3
474	日配	常温乳品	百利包加味奶	20150113	6		2
64	日配	冷冻点心	冷冻年糕	20150113	1		6.3
635	日配	常温乳品	利乐砖营养奶	20150113	1		78
46	熟食	现制中式面点	现制烙类	20150113	2		1
652	休闲	糕点	中式糕点	20150113	1		9.3
652	休闲	无糖食品	无糖休闲食品	20150113	1		15
326	洗化	洗衣用品	衣物柔顺剂	20150113	1		13.9
464	蔬果	蔬菜	鲜调味	20150113	0.302		15.6
64	粮油	袋装速食面	干脆面	20150113	1		1
64	粮油	袋装速食面组	牛肉口味	20150113	1		17.3
205	粮油	酱菜类	其它酱菜	20150113	0.214		9.8
643	蔬果	蔬菜	花果	20150113	1.57		1.98
653	粮油	食用油	大豆油	20150113	1		18.9
634	蔬果	水果	柑桔柚类	20150113	1.402		10
630	粮油	袋装速食面组	牛肉口味	20150113	1		11.3
630	休闲	饼干	曲奇	20150113	1		6.7
654	日配	冷藏乳品	冷藏加味酸乳	20150113	1		15.5
623	蔬果	蔬菜	花果	20150113	1.036		1.98
127	蔬果	蔬菜	叶菜	20150113	0.344		5.6
639	休闲	炒货	香瓜子	20150113	0.61		13.8
648	蔬果	水果	梨类	20150113	1.796		3.18
615	蔬果	蔬菜	叶菜	20150113	0.5		6.56
637	粮油	调味料	80%味精	20150113	1		1.9
627	蔬果	蔬菜	叶菜	20150113	1		4.98
633	粮油	液体调料	白醋	20150113	1		2.7
642	休闲	饼干	趣味/休闲	20150113	1		3.9
649	休闲	糕点	中式糕点	20150113	0.368		19.6
629	家居	一次性用品	一次性垃圾袋	20150113	1		5
615	蔬果	蔬菜	芽菜	20150113	0.2		1.48
651	蔬果	蔬菜	菌菇类	20150113	0.652		6.56
108	蔬果	水果	梨类	20150113	1.372		3.18
628	休闲	饼干	苏打	20150113	1		8
649	蔬果	蔬菜	其它蔬菜	20150113	0.254		7.96
629	洗化	浴厕厨清洁剂	消毒剂	20150113	2		3.5
337	日配	常温肉制品	猪肉火腿肠	20150113	1		16.3
372	针织	男袜	男绅士袜	20150113	1		6
630	粮油	酱菜类	榨菜	20150113	3		0.5
76	休闲	饼干	曲奇	20150113	0.108		66
76	休闲	糕点	散称糕点	20150113	0.122		39.8
650	休闲	饼干	钙奶	20150113	1		3.9
631	蔬果	蔬菜	菌菇类	20150113	0.19		6.56
205	蔬果	蔬菜	花果	20150113	0.418		1.98
634	休闲	进口食品	进口休闲食品	20150113	1		10.8
339	蔬果	加工豆类	豆类料理	20150113	0.164		21.6
644	蔬果	加工豆类	豆腐	20150113	1		2
151	肉禽	猪肉	鲜猪肉	20150113	0.194		29.8
365	蔬果	水果	其它水果	20150113	0.412		23
647	酒饮	进口饮料	进口果汁	20150113	1		7.8
621	蔬果	加工豆类	豆腐	20150113	4		1.5
304	洗化	纸制品	手帕纸	20150113	1		6.9
640	粮油	调味料	香辛料	20150113	0.156		26
373	酒饮	碳酸饮料	可乐型	20150113	1		2
81	蔬果	蔬菜	花果	20150113	1.676		2.58
632	休闲	饼干	钙奶	20150113	1		11.3
464	蔬果	蔬菜	鲜调味	20150113	0.262		5.98
464	烘焙	现制西式糕点	现制西式糕点	20150113	0.236		16
622	粮油	酱菜类	腐乳	20150113	1		7.7
592	蔬果	蔬菜	菌菇类	20150113	0.15		9
592	蔬果	加工豆类	豆腐	20150113	1		1.5
647	休闲	膨化点心	袋装薯片	20150113	1		3.5
647	休闲	炒货	香瓜子	20150113	1		4.9
647	休闲	即食熟制品	海苔	20150113	1		3.5
464	蔬果	蔬菜	叶菜	20150113	0.542		2.56
622	休闲	糕点	沙琪玛	20150113	1		13.7
625	蔬果	蔬菜	菌菇类	20150113	0.262		9
625	蔬果	加工豆类	豆腐	20150113	2		1.5
626	蔬果	蔬菜	叶菜	20150113	0.19		5.56
372	休闲	即食熟制品	肉松	20150113	1		28.8
504	熟食	现制中式面点	现制蒸类	20150113	4		0.5
365	蔬果	水果	其它水果	20150113	0.618		30
415	蔬果	水果	蕉类	20150113	1.334		5.96
127	蔬果	蔬菜	花果	20150113	0.676		2.58
70	日配	蛋类	新鲜蛋品	20150113	0.946		6.78
642	蔬果	蔬菜	花果	20150113	0.6		1.98
655	洗化	洗护发用品	洗发水	20150113	1		22.9
92	蔬果	水果	进口水果	20150113	1.084		17.6
93	蔬果	加工豆类	豆腐	20150113	2		1.5
624	蔬果	加工豆类	豆腐	20150113	1		2
624	休闲	膨化点心	袋装薯片	20150113	1		7.5
644	粮油	五谷杂粮	豆	20150113	1.006		17.9
656	休闲	口香糖	无糖口香糖	20150113	1		17
641	粮油	液体调料	其他酱油	20150113	1		8.9
624	休闲	糕点	蛋糕	20150113	0.11		51.6
657	粮油	五谷杂粮	杂粮	20150113	1.006		11.9
636	粮油	盐/糖	冰糖	20150113	1		8.9
636	洗化	浴厕厨清洁剂	消毒剂	20150113	1		4.9
269	蔬果	水果	其它水果	20150113	1		7
647	日配	冷藏乳品	冷藏加味酸乳	20150113	15		2.4
51	蔬果	蔬菜	芽菜	20150113	0.274		1.76
64	蔬果	蔬菜	根茎	20150113	0.492		5
64	蔬果	加工豆类	豆腐	20150113	1		2
64	日配	蛋类	新鲜蛋品	20150113	0.944		6.78
645	日配	外送面包糕点	外送甜面包	20150113	1		5.3
51	蔬果	蔬菜	根茎	20150113	0.496		2.56
108	蔬果	蔬菜	根茎	20150113	0.259		5.8
108	休闲	炒货	香瓜子	20150113	1		8.7
337	蔬果	蔬菜	花果	20150113	0.36		3.96
628	休闲	饼干	夹心	20150113	1		6.9
658	蔬果	蔬菜	叶菜	20150113	0.548		6
658	蔬果	蔬菜	根茎	20150113	1.116		2.56
658	粮油	调味酱	色拉酱	20150113	1		14.3
656	家居	塑料餐具	无盖塑料杯	20150113	1		8
624	蔬果	蔬菜	菌菇类	20150113	0.148		9
624	休闲	糕点	散称糕点	20150113	0.134		33.8
630	休闲	糕点	煎饼	20150113	1		7.3
76	休闲	膨化点心	袋装薯片	20150113	1		3.9
337	蔬果	蔬菜	花果	20150113	0.548		5.8
651	水产	冰鲜水产	贝蛤类	20150113	0.408		30
108	休闲	即食熟制品	其他即食熟制品	20150113	1		1
205	蔬果	蔬菜	叶菜	20150113	0.288		3.96
163	休闲	饼干	夹心	20150113	1		4.3
280	蔬果	蔬菜	花果	20150113	0.443		2.58
339	蔬果	蔬菜	芽菜	20150113	0.235		2.78
46	蔬果	加工豆类	豆干豆皮	20150113	0.282		7.76
628	休闲	糕点	中式糕点	20150113	0.366		39.6
621	蔬果	蔬菜	花果	20150113	1.686		2.58
269	日配	常温乳品	利乐砖营养奶	20150113	1		3.1
647	洗化	纸制品	软抽纸巾	20150113	1		19.9
397	蔬果	蔬菜	根茎	20150113	0.488		5
637	粮油	盐/糖	功能盐	20150113	1		2.3
637	粮油	液体调料	料酒	20150113	1		1.9
457	蔬果	蔬菜	叶菜	20150113	0.332		5.6
127	洗化	纸制品	手帕纸	20150113	1		6.9
644	粮油	五谷杂粮	杂粮	20150113	1.006		7.8
304	熟食	凉拌熟食	凉拌素食	20150113	0.412		20
269	蔬果	水果	苹果类	20150113	1.758		17.8
647	蔬果	水果	柑桔柚类	20150113	0.768		10
648	蔬果	水果	蕉类	20150113	1.736		5.96
637	粮油	调味料	香辛粉	20150113	1		6.7
373	日配	冷藏乳品	冷藏加味酸乳	20150113	1		15.5
639	蔬果	蔬菜	叶菜	20150113	0.698		2.56
70	肉禽	猪肉	鲜猪肉	20150113	0.252		29.8
643	肉禽	猪肉	鲜猪肉	20150113	0.168		29.8
604	蔬果	蔬菜	花果	20150113	1.015		2.58
637	粮油	盐/糖	绵白糖	20150113	1		5.9
93	熟食	现制中式面点	现制蒸类	20150113	4		0.5
630	休闲	膨化点心	袋装薯片	20150113	1		3.9
630	酒饮	果汁饮料	植物蛋白饮料	20150113	1		4
76	休闲	糕点	其他糕点	20150113	0.118		45.6
372	休闲	饼干	夹心	20150113	1		5.3
642	日配	冷藏乳品	冷藏加味酸乳	20150113	1		14.9
108	蔬果	蔬菜	叶菜	20150113	0.302		5.56
108	蔬果	蔬菜	根茎	20150113	0.56		7.96
108	休闲	即食熟制品	鱼类	20150113	4		1
578	日配	蛋类	新鲜蛋品	20150113	1		14.9
578	粮油	五谷杂粮	豆	20150113	1		25.3
639	粮油	五谷杂粮	常规面粉	20150113	1		19.3
47	日配	蛋类	咸蛋	20150113	0.242		19
647	冲调	冲饮品	奶茶饮品	20150113	1		3
32	蔬果	蔬菜	鲜调味	20150114	0.893		6.56
32	蔬果	水果	其它水果	20150114	0.748		5.96
659	肉禽	猪肉	猪下水	20150114	0.794		64
62	水产	干货水产	干货虾蟹贝类	20150114	0.456		30
660	日配	常温乳品	利乐砖乳酸菌	20150114	12		5.3
661	休闲	炒货	香瓜子	20150114	0.482		13.8
662	粮油	盐/糖	功能盐	20150114	2		2.8
663	粮油	酱菜类	蔬菜	20150114	1		3.3
664	粮油	罐头	蔬菜罐头	20150114	1		9.5
665	粮油	袋装速食面组	海鲜口味	20150114	1		14.7
666	日配	冷藏肉制品	香肠类	20150114	1		19.3
62	蔬果	蔬菜	芽菜	20150114	0.224		1.76
301	休闲	膨化点心	袋装薯片	20150114	1		2.7
349	蔬果	水果	柑桔柚类	20150114	1.354		10
667	粮油	五谷杂粮	常规面粉	20150114	1		21.9
668	休闲	膨化点心	袋装薯片	20150114	1		3.3
669	蔬果	水果	柑桔柚类	20150114	0.874		10
659	肉禽	猪肉	鲜猪肉	20150114	0.682		19.8
301	蔬果	蔬菜	叶菜	20150114	0.582		5.56
670	蔬果	蔬菜	花果	20150114	0.368		9.6
198	蔬果	蔬菜	根茎	20150114	0.606		2.56
142	日配	常温乳品	利乐枕纯奶	20150114	3		2.7
352	蔬果	加工豆类	豆腐	20150114	0.653		2.96
667	粮油	食用油	大豆油	20150114	1		49.9
210	蔬果	蔬菜	根茎	20150114	0.596		3.8
84	蔬果	蔬菜	有机蔬菜	20150114	0.93		5
389	蔬果	加工豆类	豆腐	20150114	0.535		2.96
668	日配	蛋类	新鲜蛋品	20150114	0.651		6.78
671	休闲	糕点	派	20150114	1		15.3
591	粮油	调味料	淀/酵/碱粉	20150114	1		2.9
672	粮油	调味酱	甜面/豆瓣酱	20150114	1		2
212	休闲	炒货	香瓜子	20150114	0.704		13.8
503	蔬果	蔬菜	菌菇类	20150114	0.452		18
551	家居	厨房清洁	锅刷	20150114	1		5
673	肉禽	猪肉	鲜猪肉	20150114	0.952		19.8
673	熟食	现制中式面点	现制蒸类	20150114	0.472		6
674	日配	常温乳品	利乐砖乳酸菌	20150114	12		5.3
516	蔬果	加工豆类	豆干豆皮	20150114	0.232		7.76
210	蔬果	蔬菜	叶菜	20150114	0.389		5.6
675	休闲	无糖食品	无糖休闲食品	20150114	0.538		24
676	蔬果	蔬菜	花果	20150114	0.44		5.8
669	蔬果	蔬菜	根茎	20150114	0.472		4
13	蔬果	水果	蕉类	20150114	1.322		5.96
196	蔬果	蔬菜	叶菜	20150114	1		4.98
352	洗化	纸制品	卷筒纸	20150114	1		15.3
677	蔬果	蔬菜	花果	20150114	0.868		2.58
660	蔬果	水果	进口水果	20150114	0.86		33.6
678	烘焙	现制西式糕点	现制西式糕点	20150114	0.366		16
672	休闲	口香糖	无糖口香糖	20150114	1		10
660	蔬果	水果	柑桔柚类	20150114	0.844		10
679	家居	桌上用品	筷笼	20150114	1		12.5
680	日配	冷藏肉制品	其它肠类	20150114	1		17.9
142	蔬果	蔬菜	根茎	20150114	1.24		2.56
551	休闲	糕点	派	20150114	1		12
663	粮油	酱菜类	榨菜	20150114	3		0.5
339	粮油	液体调料	其他醋	20150114	1		6.9
681	蔬果	蔬菜	花果	20150114	1.198		12
677	日配	常温乳品	利乐砖纯奶	20150114	24		3
677	粮油	盐/糖	功能盐	20150114	1		2.3
682	蔬果	蔬菜	根茎	20150114	1.164		7.6
400	蔬果	蔬菜	鲜调味	20150114	0.624		6.56
683	蔬果	蔬菜	菌菇类	20150114	0.42		18
672	粮油	液体调料	料酒	20150114	1		4.3
672	休闲	饼干	趣味/休闲	20150114	1		6.9
604	蔬果	蔬菜	花果	20150114	0.91		1.98
684	蔬果	水果	瓜类	20150114	2.276		3.98
551	日配	外送面包糕点	外送中式糕点	20150114	1		6.9
673	粮油	液体调料	其他酱油	20150114	1		8.9
346	蔬果	蔬菜	花果	20150114	0.252		9.6
346	洗化	洗护发用品	洗发水	20150114	1		59
352	日配	常温肉制品	猪肉火腿肠	20150114	1		16.3
553	家居	料理切具	刀/叉/更	20150114	1		5
685	洗化	纸制品	软抽纸巾	20150114	1		6.9
685	洗化	卫生巾	夜用卫生巾	20150114	4		4.5
581	洗化	卫生巾	夜用卫生巾	20150114	1		6.9
542	蔬果	水果	蕉类	20150114	1.46		5.96
542	休闲	蜜饯	山楂	20150114	0.23		25.8
381	蔬果	水果	梨类	20150114	1.151		3.18
553	粮油	煮食面/粉	挂面	20150114	1		5.9
39	休闲	饼干	趣味/休闲	20150114	1		3.9
181	蔬果	蔬菜	根茎	20150114	0.216		7.8
181	蔬果	蔬菜	有机蔬菜	20150114	0.556		5
686	休闲	蜜饯	梅	20150114	1		17.9
687	休闲	即食熟制品	猪肉干	20150114	1		12.9
142	蔬果	蔬菜	根茎	20150114	0.713		1.8
381	日配	冷藏乳品	冷藏原味酸乳	20150114	1		2.4
47	蔬果	蔬菜	叶菜	20150114	0.694		1.96
400	粮油	煮食面/粉	挂面	20150114	1		2.9
661	蔬果	水果	柑桔柚类	20150114	0.944		10
677	蔬果	水果	蕉类	20150114	1.248		5.96
677	粮油	五谷杂粮	杂粮	20150114	0.706		8.9
591	休闲	炒货	其他炒货	20150114	0.134		110
591	洗化	卫生巾	日用卫生巾	20150114	1		8.9
167	休闲	糕点	蛋糕	20150114	0.274		51.6
688	日配	常温乳品	利乐枕纯奶	20150114	16		2.7
339	蔬果	蔬菜	其它蔬菜	20150114	4		2
676	粮油	五谷杂粮	散称白米	20150114	1.38		5.58
13	家居	卫浴用品	浴球和浴花	20150114	1		4
196	蔬果	蔬菜	其它蔬菜	20150114	4		2
689	日配	冷藏肉制品	棒状火腿	20150114	1		10.7
331	粮油	煮食面/粉	其他煮食面/粉	20150114	1		4.9
662	粮油	罐头	水果罐头	20150114	1		12.9
678	蔬果	水果	柑桔柚类	20150114	1.3		10
677	蔬果	蔬菜	花果	20150114	0.48		1.8
690	针织	毛巾	其他毛巾	20150114	1		5.9
84	休闲	膨化点心	米制点心	20150114	0.27		27.8
372	蔬果	水果	蕉类	20150114	1.143		5.96
39	休闲	饼干	威化	20150114	0.168		19.8
39	洗化	纸制品	卷筒纸	20150114	1		15.3
682	日配	常温乳品	利乐砖乳酸菌	20150114	24		5.5
691	休闲	膨化点心	袋装薯片	20150114	1		5.9
691	休闲	膨化点心	袋装薯片	20150114	1		7.5
56	粮油	酱菜类	腐乳	20150114	1		8.5
687	休闲	即食熟制品	豆干类	20150114	1		2.5
52	休闲	饼干	威化	20150114	0.268		19.8
691	粮油	酱菜类	蔬菜	20150114	1		3.9
634	蔬果	水果	柑桔柚类	20150114	0.948		10
280	日配	常温肉制品	猪肉火腿肠	20150114	1		13.3
47	蔬果	加工豆类	豆干豆皮	20150114	0.249		6.96
666	蔬果	水果	蕉类	20150114	1.389		5.96
692	粮油	五谷杂粮	糯米粉	20150114	1		7.9
142	蔬果	蔬菜	花果	20150114	0.644		1.6
142	洗化	口腔卫生用品	成人牙刷	20150114	1		6.9
32	蔬果	蔬菜	花果	20150114	0.648		1.6
693	休闲	膨化点心	米制点心	20150114	0.404		27.8
665	洗化	纸制品	盒装面纸	20150114	1		12.9
13	休闲	糕点	中式糕点	20150114	0.222		39.6
13	休闲	糕点	散称糕点	20150114	0.258		33.8
591	粮油	酱菜类	榨菜	20150114	1		0.5
