id,cname,mname,sname,date,svolume,mount,price
346,粮油,调味料,鸡精,20230128,1,4.3,4.3
346,肉禽,猪肉,猪骨,20230128,1.016,42.4688,41.8
346,洗化,纸制品,软抽纸巾,20230128,1,13.9,13.9
346,肉禽,猪肉,鲜猪肉,20230128,0.754,22.4692,29.8
346,酒饮,进口酒,预调酒,20230128,1,11.8,11.8
346,休闲,果冻,杯装果冻,20230128,1,3.2,3.2
347,肉禽,鸡产品,调味鸡肉,20230128,0.294,5.7624,19.6
347,蔬果,蔬菜,菌菇类,20230128,0.332,5.976,18
347,蔬果,加工豆类,豆类料理,20230128,1,5.8,5.8
347,肉禽,鸭产品,加工鸭肉,20230128,0.36,8.28,23
377,粮油,袋装速食面组,猪肉口味,20230128,1,21.8,21.8
377,日配,冷藏乳品,冷藏乳酸菌,20230128,1,12.9,12.9
377,粮油,袋装速食面组,禽肉口味,20230128,1,11.3,11.3
377,熟食,凉拌熟食,凉拌素食,20230128,0.298,5.96,20
389,蔬果,蔬菜,根茎,20230128,0.604,3.96224,6.56
389,休闲,膨化点心,粟米类,20230128,1,3.5,3.5
389,粮油,液体调料,料酒,20230128,1,1.9,1.9
396,休闲,糕点,中式糕点,20230128,0.258,10.2168,39.6
396,蔬果,蔬菜,菌菇类,20230128,0.204,3.4272,16.8
396,蔬果,蔬菜,叶菜,20230128,0.25,3,12
396,日配,冷藏乳品,冷藏营养酸乳,20230128,1,4.5,4.5
396,休闲,糕点,散称糕点,20230128,0.196,6.6248,33.8
408,蔬果,蔬菜,根茎,20230128,0.508,0.99568,1.96
408,肉禽,猪肉,猪骨,20230128,0.508,21.2344,41.8
408,蔬果,蔬菜,叶菜,20230128,1,4.98,4.98
408,蔬果,蔬菜,根茎,20230128,0.372,1.4136,3.8
408,蔬果,蔬菜,花果,20230128,0.26,1.7056,6.56
415,日配,冷冻火锅类,火锅丸类,20230128,0.532,17.3432,32.6
415,蔬果,蔬菜,叶菜,20230128,0.336,4.032,12
438,休闲,果冻,碎碎冰,20230128,1,0.8,0.8
438,休闲,果冻,碎碎冰,20230128,1,0.8,0.8
438,休闲,果冻,碎碎冰,20230128,1,0.8,0.8
438,休闲,果冻,碎碎冰,20230128,1,0.8,0.8
438,洗化,纸制品,软抽纸巾,20230128,1,11.7,11.7
438,日配,蛋类,新鲜蛋品,20230128,1.1,21.78,19.8
438,休闲,饼干,钙奶,20230128,1,3.7,3.7
453,蔬果,蔬菜,根茎,20230128,0.63,1.134,1.8
453,蔬果,蔬菜,根茎,20230128,0.784,3.136,4
453,蔬果,水果,梨类,20230128,0.781,2.48358,3.18
453,蔬果,蔬菜,花果,20230128,0.712,1.83696,2.58
453,洗化,口腔卫生用品,成人牙膏,20230128,1,14.7,14.7
459,粮油,调味料,即食汤料,20230128,1,11.9,11.9
459,日配,冷冻汤圆,无馅汤圆,20230128,1,4.9,4.9
461,休闲,糕点,其他糕点,20230128,1,9.9,9.9
461,蔬果,水果,其它水果,20230128,0.342,10.26,30
461,蔬果,蔬菜,花果,20230128,0.538,3.1204,5.8
461,熟食,现制中式面点,现制蒸类,20230128,0.387,2.322,6
461,酒饮,纯果汁,其他纯果汁,20230128,1,4,4
461,蔬果,水果,进口水果,20230128,0.15,2.385,15.9
461,休闲,饼干,趣味/休闲,20230128,1,4.9,4.9
461,蔬果,蔬菜,花果,20230128,0.67,1.7286,2.58
461,蔬果,蔬菜,有机蔬菜,20230128,0.354,1.77,5
461,粮油,五谷杂粮,散称白米,20230128,3.008,16.78464,5.58
482,蔬果,蔬菜,叶菜,20230128,0.596,3.4568,5.8
482,蔬果,水果,其它水果,20230128,0.468,4.68,10
482,休闲,炒货,其他炒货,20230128,0.274,12.0012,43.8
509,肉禽,猪肉,猪骨,20230128,1.414,59.1052,41.8
509,蔬果,蔬菜,花果,20230128,0.488,2.7328,5.6
512,粮油,酱菜类,蔬菜,20230128,1,5.9,5.9
512,蔬果,蔬菜,叶菜,20230128,0.564,3.1584,5.6
512,粮油,酱菜类,蔬菜,20230128,1,12.3,12.3
533,粮油,液体调料,凉拌酱油,20230128,1,6.7,6.7
533,蔬果,水果,柑桔柚类,20230128,1.35,13.5,10
563,休闲,炒货,香瓜子,20230128,0.412,7.004,17
563,休闲,糕点,散称糕点,20230128,0.162,3.078,19
563,蔬果,蔬菜,菌菇类,20230128,0.504,8.4672,16.8
563,蔬果,蔬菜,鲜调味,20230128,0.186,2.9016,15.6
563,休闲,饼干,酥性,20230128,0.542,10.6232,19.6
563,粮油,酱菜类,蔬菜,20230128,1,7.9,7.9
592,洗化,浴厕厨清洁剂,餐具清洁剂,20230128,1,15.7,15.7
592,洗化,卫生巾,日用卫生巾,20230128,1,7.9,7.9
592,洗化,卫生巾,夜用卫生巾,20230128,1,5.9,5.9
592,洗化,卫生巾,夜用卫生巾,20230128,1,6.7,6.7
597,蔬果,水果,进口水果,20230128,1.182,20.8032,17.6
597,洗化,卫生巾,卫生护垫,20230128,1,4.9,4.9
597,洗化,卫生巾,卫生护垫,20230128,1,4.9,4.9
614,粮油,调味料,香辛粉,20230128,1,2,2
614,日配,冷藏乳品,冷藏乳酸菌,20230128,1,12.9,12.9
614,蔬果,水果,蕉类,20230128,1.05,6.258,5.96
614,蔬果,蔬菜,花果,20230128,0.584,3.3872,5.8
614,蔬果,水果,柑桔柚类,20230128,0.734,7.34,10
614,休闲,糕点,其他糕点,20230128,0.456,7.2048,15.8
614,粮油,盐/糖,功能糖,20230128,1,5.9,5.9
614,蔬果,蔬菜,花果,20230128,0.432,0.85536,1.98
620,肉禽,猪肉,猪骨,20230128,1.378,57.6004,41.8
620,蔬果,加工豆类,豆干豆皮,20230128,0.364,2.53344,6.96
630,休闲,炒货,锅巴,20230128,1,3.5,3.5
630,休闲,蜜饯,枣,20230128,1,3.7,3.7
630,酒饮,果汁饮料,植物蛋白饮料,20230128,1,3.5,3.5
630,休闲,饼干,夹心,20230128,1,5.3,5.3
630,酒饮,果汁饮料,植物蛋白饮料,20230128,1,3,3
630,休闲,炒货,香瓜子,20230128,1,3.2,3.2
630,粮油,调味料,鸡精,20230128,1,4.3,4.3
630,休闲,膨化点心,其他膨化点心,20230128,1,2.9,2.9
630,休闲,膨化点心,袋装薯片,20230128,1,3.3,3.3
630,粮油,酱菜类,榨菜,20230128,1,2.3,2.3
630,日配,冷藏肉制品,香肠类,20230128,1,2.7,2.7
630,休闲,糖果,其他糖果,20230128,1,1,1
630,粮油,酱菜类,笋类,20230128,1,1.7,1.7
630,粮油,酱菜类,笋类,20230128,1,1.7,1.7
630,酒饮,果汁饮料,植物蛋白饮料,20230128,1,4,4
637,蔬果,蔬菜,根茎,20230128,0.374,2.8424,7.6
637,休闲,即食熟制品,肉松,20230128,1,9.5,9.5
637,休闲,即食熟制品,肉松,20230128,1,9.5,9.5
637,蔬果,蔬菜,根茎,20230128,0.456,1.80576,3.96
637,休闲,即食熟制品,豆干类,20230128,1,2.5,2.5
637,蔬果,蔬菜,鲜调味,20230128,0.224,3.4944,15.6
666,蔬果,水果,蕉类,20230128,1.746,10.40616,5.96
666,日配,蛋类,新鲜蛋品,20230128,1.592,10.79376,6.78
666,粮油,调味酱,甜面/豆瓣酱,20230128,1,3.7,3.7
666,蔬果,蔬菜,叶菜,20230128,1.236,3.16416,2.56
687,粮油,罐头,八宝粥,20230128,1,3.9,3.9
687,休闲,膨化点心,袋装薯片,20230128,1,3.5,3.5
687,粮油,罐头,水果罐头,20230128,1,6.7,6.7
698,蔬果,蔬菜,叶菜,20230128,0.253,1.4674,5.8
698,粮油,五谷杂粮,常规面粉,20230128,1,21.9,21.9
698,粮油,液体调料,香醋,20230128,1,7.9,7.9
698,粮油,食用油,调和油,20230128,1,71.9,71.9
729,日配,冷冻包子馒头,甜馅包子,20230128,1,7.9,7.9
729,蔬果,蔬菜,叶菜,20230128,2,9.96,4.98
729,蔬果,水果,进口水果,20230128,0.702,12.3552,17.6
729,日配,常温肉制品,猪肉火腿肠,20230128,1,3.3,3.3
758,休闲,炒货,香瓜子,20230128,0.336,4.6368,13.8
758,蔬果,蔬菜,花果,20230128,0.996,1.97208,1.98
758,肉禽,猪肉,鲜猪肉,20230128,0.56,16.688,29.8
758,蔬果,蔬菜,菌菇类,20230128,0.828,13.9104,16.8
758,肉禽,猪肉,鲜猪肉,20230128,0.772,21.4616,27.8
758,肉禽,猪肉,鲜猪肉,20230128,1.542,30.5316,19.8
758,粮油,五谷杂粮,散称白米,20230128,4.282,23.89356,5.58
758,蔬果,蔬菜,根茎,20230128,0.511,2.044,4
758,蔬果,蔬菜,花果,20230128,1.092,6.3336,5.8
758,蔬果,蔬菜,菌菇类,20230128,0.598,3.92288,6.56
758,蔬果,蔬菜,根茎,20230128,0.75,5.97,7.96
758,蔬果,蔬菜,叶菜,20230128,2.236,4.38256,1.96
758,蔬果,蔬菜,叶菜,20230128,1.532,3.92192,2.56
827,休闲,膨化点心,袋装薯片,20230128,1,8.5,8.5
827,日配,冷藏乳品,冷藏原味酸乳,20230128,1,4.5,4.5
827,休闲,饼干,夹心,20230128,1,6.9,6.9
827,日配,冷藏奶油芝士,奶酪,20230128,1,19.3,19.3
827,家居,一次性用品,一次性垃圾袋,20230128,1,7,7
827,休闲,饼干,趣味/休闲,20230128,1,4.9,4.9
827,休闲,膨化点心,袋装薯片,20230128,1,8.5,8.5
827,蔬果,蔬菜,菌菇类,20230128,0.424,3.16728,7.47
827,日配,冷藏乳品,冷藏乳酸菌,20230128,1,11,11
839,肉禽,猪肉,猪骨,20230128,4.302,179.8236,41.8
839,洗化,口腔卫生用品,儿童牙膏,20230128,1,7.7,7.7
839,家居,地垫类,马桶垫,20230128,1,8,8
839,洗化,浴厕厨清洁剂,消毒剂,20230128,1,3.5,3.5
839,家居,打扫用品,洗衣/鞋刷,20230128,1,2.9,2.9
839,家居,卫浴用品,皂盒,20230128,1,5,5
839,洗化,浴厕厨清洁剂,餐具清洁剂,20230128,1,18.7,18.7
839,洗化,浴厕厨清洁剂,洁厕剂,20230128,1,10.9,10.9
839,洗化,浴厕厨清洁剂,厨房清洁剂,20230128,1,26.9,26.9
839,肉禽,猪肉,鲜猪肉,20230128,1.514,45.1172,29.8
913,日配,冷冻水饺,其它水饺,20230128,1,10.3,10.3
913,粮油,煮食面/粉,挂面,20230128,1,8.5,8.5
936,酒饮,果汁饮料,植物蛋白饮料,20230128,1,3.8,3.8
936,蔬果,蔬菜,根茎,20230128,0.318,1.25928,3.96
936,蔬果,蔬菜,花果,20230128,0.212,0.54696,2.58
936,粮油,酱菜类,榨菜,20230128,1,0.9,0.9
936,日配,常温肉制品,猪肉火腿肠,20230128,1,13.3,13.3
936,蔬果,蔬菜,叶菜,20230128,0.186,1.22016,6.56
936,蔬果,蔬菜,根茎,20230128,0.256,1.01376,3.96
936,蔬果,蔬菜,花果,20230128,0.446,0.88308,1.98
936,日配,冷藏乳品,冷藏原味酸乳,20230128,1,4.2,4.2
936,休闲,糖果,玩具糖,20230128,1,6.9,6.9
962,酒饮,进口酒,预调酒,20230128,3,35.4,11.8
962,酒饮,净水,国产纯水,20230128,1,1.8,1.8
962,休闲,饼干,夹心,20230128,1,6.9,6.9
962,休闲,进口食品,进口休闲食品,20230128,1,10,10
962,洗化,纸制品,湿巾纸,20230128,1,16.9,16.9
986,冲调,咖啡,咖啡,20230128,1,56,56
986,休闲,糕点,其他糕点,20230128,1,9.9,9.9
986,蔬果,水果,梨类,20230128,1.058,12.67484,11.98
986,日配,蛋类,新鲜蛋品,20230128,1.788,12.12264,6.78
986,休闲,饼干,曲奇,20230128,1,8.5,8.5
986,休闲,即食熟制品,鱼类,20230128,1,3.9,3.9
986,休闲,饼干,夹心,20230128,1,5.5,5.5
986,休闲,糕点,蛋糕,20230128,1,6.9,6.9
986,休闲,糕点,蛋卷,20230128,3,13.5,4.5
986,休闲,饼干,趣味/休闲,20230128,1,4.3,4.3
986,粮油,盐/糖,冰糖,20230128,1,9.5,9.5
986,休闲,糕点,其他糕点,20230128,1,10.9,10.9
986,休闲,糖果,奶片,20230128,1,3.9,3.9
986,休闲,饼干,趣味/休闲,20230128,1,4.9,4.9
986,休闲,糕点,蛋糕,20230128,1,7.9,7.9
986,休闲,糕点,蛋糕,20230128,1,8.9,8.9
986,休闲,即食熟制品,海苔,20230128,1,4.9,4.9
986,休闲,饼干,其他饼干,20230128,1,16.9,16.9
986,日配,常温乳品,利乐砖营养奶,20230128,1,11.8,11.8
986,粮油,食用油,玉米油,20230128,1,87.9,87.9
986,休闲,饼干,苏打,20230128,1,3.5,3.5
986,洗化,纸制品,软抽纸巾,20230128,3,41.7,13.9
986,粮油,煮食面/粉,其他煮食面/粉,20230128,0.286,3.0888,10.8
986,休闲,饼干,威化,20230128,1,27.9,27.9
986,休闲,糕点,煎饼,20230128,1,6.5,6.5
986,洗化,纸制品,软抽纸巾,20230128,1,13.9,13.9
988,蔬果,蔬菜,花果,20230128,0.495,0.9801,1.98
988,蔬果,水果,梨类,20230128,1.054,12.62692,11.98
988,蔬果,蔬菜,菌菇类,20230128,0.19,1.71,9
991,蔬果,加工豆类,豆干豆皮,20230128,0.138,1.37448,9.96
991,蔬果,蔬菜,叶菜,20230128,0.34,2.04,6
991,肉禽,鸭产品,分割鸭件,20230128,0.822,9.6996,11.8
991,蔬果,加工豆类,豆腐,20230128,0.63,1.8648,2.96
991,肉禽,猪肉,鲜猪肉,20230128,0.59,11.682,19.8
991,蔬果,蔬菜,叶菜,20230128,0.07,0.84,12
991,蔬果,蔬菜,叶菜,20230128,0.994,2.54464,2.56
1019,蔬果,水果,苹果类,20230128,0.83,9.9434,11.98
1019,蔬果,蔬菜,菌菇类,20230128,0.178,1.32966,7.47
1019,洗化,纸制品,软抽纸巾,20230128,1,12.9,12.9
1019,粮油,煮食面/粉,挂面,20230128,1,5.9,5.9
1024,蔬果,蔬菜,根茎,20230128,0.359,0.6462,1.8
1024,蔬果,蔬菜,芽菜,20230128,0.6,0.888,1.48
1024,蔬果,蔬菜,菌菇类,20230128,0.208,1.872,9
1024,蔬果,蔬菜,根茎,20230128,0.452,1.78992,3.96
1024,肉禽,猪肉,猪骨,20230128,1.612,67.3816,41.8
1024,洗化,口腔卫生用品,成人牙膏,20230128,1,9.9,9.9
1024,粮油,五谷杂粮,杂粮,20230128,1.09,7.6082,6.98
1024,洗化,卫生巾,日用卫生巾,20230128,1,7.7,7.7
1024,休闲,即食熟制品,豆干类,20230128,0.394,15.6812,39.8
1024,蔬果,蔬菜,叶菜,20230128,0.299,1.6744,5.6
1024,洗化,卫生巾,夜用卫生巾,20230128,1,6.3,6.3
1024,蔬果,蔬菜,花果,20230128,0.469,1.48204,3.16
1024,日配,冷冻水饺,三鲜水饺,20230128,1,31.7,31.7
1024,肉禽,鸡产品,分割鸡件,20230128,0.212,3.7312,17.6
1055,日配,常温乳品,其他常温乳品,20230128,5,49,9.8
1055,休闲,糕点,中式糕点,20230128,0.366,14.4936,39.6
1055,蔬果,蔬菜,其它蔬菜,20230128,4,8,2
1055,日配,常温乳品,利乐枕纯奶,20230128,16,43.2,2.7
1055,日配,蛋类,新鲜蛋品,20230128,0.788,5.34264,6.78
1119,粮油,调味料,99%味精,20230128,1,8.9,8.9
1119,蔬果,加工豆类,豆腐,20230128,1.032,3.05472,2.96
1119,粮油,调味料,香辛粉,20230128,1,3.9,3.9
1119,蔬果,蔬菜,叶菜,20230128,0.376,2.1808,5.8
1119,蔬果,蔬菜,根茎,20230128,0.144,0.8352,5.8
1119,日配,常温乳品,百利包纯奶,20230128,18,37.8,2.1
1119,蔬果,蔬菜,花果,20230128,0.486,1.25388,2.58
1119,洗化,纸制品,软抽纸巾,20230128,1,13.9,13.9
1122,蔬果,蔬菜,芽菜,20230128,0.325,0.481,1.48
1122,蔬果,加工豆类,豆干豆皮,20230128,0.232,1.61472,6.96
1122,蔬果,蔬菜,根茎,20230128,0.184,1.0672,5.8
1122,水产,冰鲜水产,贝蛤类,20230128,0.001,0.03,30
1122,蔬果,蔬菜,叶菜,20230128,0.218,1.21208,5.56
1122,蔬果,蔬菜,根茎,20230128,0.224,0.88704,3.96
1122,蔬果,蔬菜,花果,20230128,0.706,1.39788,1.98
1122,熟食,凉拌熟食,凉拌素食,20230128,0.001,0.02,20
1122,熟食,现制中式面点,现制蒸类,20230128,4,2,0.5
1122,蔬果,加工豆类,豆腐,20230128,3,4.5,1.5
1122,休闲,糕点,中式糕点,20230128,1,9.9,9.9
1122,蔬果,蔬菜,花果,20230128,0.385,0.9933,2.58
1122,粮油,液体调料,凉拌酱油,20230128,1,11.3,11.3
1130,粮油,液体调料,其他液体调料,20230128,1,14.7,14.7
1130,冲调,冲饮品,其他冲饮品,20230128,1,15.5,15.5
1130,休闲,膨化点心,其他膨化点心,20230128,1,3.3,3.3
1130,休闲,膨化点心,其他膨化点心,20230128,1,3.3,3.3
1133,休闲,无糖食品,无糖休闲食品,20230128,0.348,8.352,24
1133,休闲,糕点,中式糕点,20230128,0.436,17.2656,39.6
1133,蔬果,蔬菜,根茎,20230128,0.437,1.6606,3.8
1133,日配,冷藏乳品,冷藏营养酸乳,20230128,1,11.9,11.9
1133,肉禽,鸭产品,加工鸭肉,20230128,0.334,7.682,23
1133,蔬果,水果,梨类,20230128,2.133,6.78294,3.18
1133,粮油,盐/糖,冰糖,20230128,1,9.5,9.5
1133,肉禽,鸡产品,调味鸡肉,20230128,0.45,8.82,19.6
1133,蔬果,水果,柑桔柚类,20230128,1.842,14.66232,7.96
1136,蔬果,水果,梨类,20230128,1.144,13.70512,11.98
1136,粮油,盐/糖,冰糖,20230128,1,9.5,9.5
1139,休闲,饼干,其他饼干,20230128,0.516,30.8568,59.8
1139,休闲,炒货,豆类,20230128,0.166,4.9136,29.6
1139,休闲,糖果,其他糖果,20230128,0.238,12.3284,51.8
1139,粮油,酱菜类,榨菜,20230128,1,0.5,0.5
1139,蔬果,水果,其它水果,20230128,0.646,14.858,23
1139,粮油,袋装速食面,海鲜口味,20230128,1,3,3
1139,休闲,膨化点心,米制点心,20230128,0.158,4.3924,27.8
1139,粮油,袋装速食面,禽肉口味,20230128,1,3,3
1139,休闲,即食熟制品,豆干类,20230128,0.214,8.5172,39.8
1139,休闲,无糖食品,无糖休闲食品,20230128,0.384,9.216,24
1139,粮油,酱菜类,榨菜,20230128,1,0.5,0.5
1139,粮油,酱菜类,榨菜,20230128,1,0.5,0.5
1153,蔬果,蔬菜,花果,20230128,0.608,1.20384,1.98
1153,粮油,食用油,调和油,20230128,1,94.9,94.9
1153,粮油,五谷杂粮,常规面粉,20230128,1,21.9,21.9
12,蔬果,蔬菜,叶菜,20230129,1.728,3.38688,1.96
12,蔬果,蔬菜,根茎,20230129,0.326,1.8908,5.8
12,熟食,中式熟菜,中式水产熟菜,20230129,0.372,10.416,28
12,熟食,现制中式面点,现制蒸类,20230129,0.892,5.352,6
39,日配,蛋类,新鲜蛋品,20230129,0.532,3.60696,6.78
39,休闲,糕点,中式糕点,20230129,0.3,4.74,15.8
39,洗化,洗衣用品,洗衣粉,20230129,1,16.9,16.9
39,粮油,酱菜类,其它酱菜,20230129,0.284,3.3512,11.8
39,蔬果,蔬菜,花果,20230129,0.122,1.1712,9.6
47,日配,冷藏肉制品,其它肠类,20230129,1,9.5,9.5
47,日配,冷藏肉制品,肉类,20230129,1,18.5,18.5
74,洗化,卫生巾,日用卫生巾,20230129,1,5.9,5.9
74,家居,厨房清洁,锅刷,20230129,1,6,6
74,家居,地垫类,马桶垫,20230129,1,8,8
74,休闲,饼干,钙奶,20230129,1,13.9,13.9
74,洗化,纸制品,湿巾纸,20230129,1,2.9,2.9
74,日配,冷藏乳品,冷藏乳酸菌,20230129,1,9.9,9.9
74,粮油,盐/糖,功能糖,20230129,1,9.9,9.9
74,粮油,调味料,99%味精,20230129,1,6.9,6.9
74,休闲,糕点,煎饼,20230129,1,6.9,6.9
74,洗化,浴厕厨清洁剂,餐具清洁剂,20230129,1,19.5,19.5
74,洗化,卫生巾,夜用卫生巾,20230129,1,7,7
74,粮油,调味料,鸡精,20230129,1,8.9,8.9
84,蔬果,蔬菜,根茎,20230129,0.216,0.85536,3.96
84,粮油,调味料,其他鲜味精,20230129,1,8.2,8.2
84,肉禽,猪肉,鲜猪肉,20230129,0.29,8.642,29.8
84,日配,常温肉制品,猪肉火腿肠,20230129,1,16.3,16.3
84,日配,蛋类,新鲜蛋品,20230129,1.594,10.80732,6.78
92,休闲,炒货,香瓜子,20230129,1,6.9,6.9
92,蔬果,水果,柑桔柚类,20230129,1.292,2.584,2
92,蔬果,水果,进口水果,20230129,1.136,19.9936,17.6
113,肉禽,鸡产品,调味鸡肉,20230129,0.086,1.6856,19.6
113,粮油,调味酱,其他调味酱,20230129,1,13.3,13.3
113,蔬果,蔬菜,根茎,20230129,0.116,0.4408,3.8
113,蔬果,蔬菜,叶菜,20230129,0.18,1.008,5.6
130,洗化,卫生巾,夜用卫生巾,20230129,1,11.9,11.9
130,洗化,洗护发用品,洗发水,20230129,1,24.9,24.9
130,洗化,卫生巾,夜用卫生巾,20230129,1,7.5,7.5
130,洗化,卫生巾,日用卫生巾,20230129,1,8.7,8.7
142,蔬果,蔬菜,叶菜,20230129,0.236,1.54816,6.56
142,粮油,南北干货,木耳,20230129,0.064,5.7472,89.8
142,休闲,炒货,其他炒货,20230129,0.154,3.0492,19.8
142,日配,常温乳品,利乐枕纯奶,20230129,4,10.8,2.7
205,蔬果,水果,蕉类,20230129,0.862,5.13752,5.96
205,蔬果,加工豆类,豆类料理,20230129,1,5.8,5.8
205,蔬果,蔬菜,花果,20230129,0.12,1.08,9
205,蔬果,蔬菜,叶菜,20230129,0.098,1.176,12
205,蔬果,蔬菜,叶菜,20230129,0.608,2.40768,3.96
205,蔬果,蔬菜,花果,20230129,0.288,2.7648,9.6
205,蔬果,加工豆类,豆干豆皮,20230129,0.228,1.58688,6.96
212,蔬果,蔬菜,叶菜,20230129,0.299,1.6744,5.6
212,蔬果,加工豆类,豆腐,20230129,0.538,1.59248,2.96
220,日配,冷冻水饺,素馅水饺,20230129,1,31.7,31.7
220,洗化,个人卫生用品,棉棒/棉球,20230129,1,4.9,4.9
220,文体,档案用品,夹子,20230129,1,8.3,8.3
220,洗化,洗浴用品,香皂,20230129,1,4.9,4.9
249,蔬果,蔬菜,叶菜,20230129,0.118,1.416,12
249,熟食,凉拌熟食,凉拌素食,20230129,0.001,0.02,20
249,粮油,液体调料,滴醋,20230129,1,3.8,3.8
249,粮油,盐/糖,绵白糖,20230129,1,6.8,6.8
249,蔬果,蔬菜,花果,20230129,1.069,2.75802,2.58
249,蔬果,蔬菜,叶菜,20230129,0.464,2.5984,5.6
249,粮油,盐/糖,功能盐,20230129,1,2.8,2.8
249,粮油,调味油,芝麻油,20230129,1,13.9,13.9
249,粮油,五谷杂粮,杂粮粉,20230129,0.772,3.3968,4.4
249,粮油,食用油,花生油,20230129,1,109,109
249,蔬果,蔬菜,花果,20230129,0.408,4.06368,9.96
249,蔬果,水果,柑桔柚类,20230129,0.74,1.48,2
256,休闲,炒货,南瓜子,20230129,1,8.3,8.3
256,休闲,炒货,地瓜干,20230129,1,6.5,6.5
256,粮油,调味料,调理粉,20230129,1,6.9,6.9
256,蔬果,水果,梨类,20230129,0.844,10.11112,11.98
256,蔬果,加工豆类,豆类料理,20230129,0.452,5.424,12
256,粮油,袋装速食面,猪肉口味,20230129,1,3,3
256,粮油,袋装速食面组,牛肉口味,20230129,1,17.3,17.3
256,粮油,南北干货,蔬菜,20230129,1,6.3,6.3
256,蔬果,加工豆类,豆类料理,20230129,0.118,3.2096,27.2
256,日配,冷冻火锅类,火锅丸类,20230129,0.868,28.2968,32.6
256,日配,蛋类,新鲜蛋品,20230129,0.888,6.02064,6.78
256,日配,冷藏肉制品,块状火腿,20230129,1,5.7,5.7
256,粮油,调味料,香辛粉,20230129,1,3.3,3.3
256,蔬果,蔬菜,菌菇类,20230129,0.358,6.444,18
260,休闲,炒货,香瓜子,20230129,0.296,5.032,17
260,蔬果,其它加工,咸菜干货,20230129,0.556,1.112,2
260,休闲,饼干,简装/压缩,20230129,0.124,2.4552,19.8
280,蔬果,蔬菜,叶菜,20230129,0.169,1.10864,6.56
280,粮油,酱菜类,榨菜,20230129,1,0.5,0.5
280,蔬果,蔬菜,花果,20230129,0.596,1.53768,2.58
280,休闲,即食熟制品,其他即食熟制品,20230129,1,1.2,1.2
308,蔬果,蔬菜,芽菜,20230129,0.372,0.65472,1.76
308,蔬果,蔬菜,叶菜,20230129,2.222,4.35512,1.96
308,休闲,即食熟制品,豆干类,20230129,0.194,11.446,59
308,休闲,即食熟制品,豆干类,20230129,0.178,7.0844,39.8
308,休闲,即食熟制品,豆干类,20230129,0.134,5.4672,40.8
308,休闲,巧克力,黑/纯巧克力,20230129,1,17,17
326,洗化,洗护发用品,美发造型,20230129,1,32.9,32.9
326,洗化,保养用品,护肤用品,20230129,1,16.9,16.9
348,蔬果,蔬菜,叶菜,20230129,0.552,3.2016,5.8
348,蔬果,蔬菜,根茎,20230129,0.534,2.136,4
348,蔬果,蔬菜,鲜调味,20230129,0.336,2.00928,5.98
348,蔬果,蔬菜,根茎,20230129,0.568,3.2944,5.8
373,休闲,膨化点心,散称膨化,20230129,0.064,3.5712,55.8
373,休闲,糕点,派,20230129,1,18.9,18.9
373,休闲,膨化点心,其他膨化点心,20230129,1,2.9,2.9
377,粮油,调味酱,甜面/豆瓣酱,20230129,1,5.9,5.9
377,熟食,凉拌熟食,凉拌素食,20230129,0.34,6.8,20
405,蔬果,蔬菜,花果,20230129,0.046,0.22908,4.98
405,蔬果,蔬菜,花果,20230129,0.49,2.842,5.8
405,蔬果,蔬菜,花果,20230129,0.51,2.856,5.6
411,休闲,饼干,其他饼干,20230129,0.1,3.98,39.8
412,粮油,调味酱,辣酱,20230129,1,7.3,7.3
412,蔬果,蔬菜,叶菜,20230129,1.31,2.5676,1.96
412,粮油,液体调料,滴醋,20230129,1,4.2,4.2
412,粮油,桶杯装速食面,牛肉口味,20230129,1,3.9,3.9
412,粮油,调味酱,甜面/豆瓣酱,20230129,1,3.7,3.7
441,肉禽,猪肉,鲜猪肉,20230129,0.244,7.2712,29.8
441,蔬果,蔬菜,根茎,20230129,0.41,3.116,7.6
441,粮油,五谷杂粮,散称白米,20230129,2.292,12.78936,5.58
441,蔬果,蔬菜,叶菜,20230129,0.244,1.60064,6.56
441,蔬果,蔬菜,花果,20230129,0.282,2.7072,9.6
441,蔬果,蔬菜,鲜调味,20230129,0.448,4.3008,9.6
441,蔬果,蔬菜,菌菇类,20230129,0.2,1.494,7.47
441,熟食,现制中式面点,现制蒸类,20230129,0.387,2.322,6
441,蔬果,蔬菜,菌菇类,20230129,0.238,2.142,9
441,粮油,液体调料,凉拌酱油,20230129,1,7.9,7.9
441,粮油,调味料,调理粉,20230129,1,2.9,2.9
441,粮油,酱菜类,榨菜,20230129,1,1,1
441,粮油,调味料,香辛粉,20230129,1,2.7,2.7
459,蔬果,加工豆类,豆腐,20230129,2,4,2
459,肉禽,猪肉,鲜猪肉,20230129,0.25,7.45,29.8
459,蔬果,蔬菜,鲜调味,20230129,0.182,2.8392,15.6
459,日配,蛋类,松花蛋,20230129,1,16.9,16.9
459,肉禽,鸡产品,分割鸡件,20230129,0.216,3.8016,17.6
459,粮油,盐/糖,绵白糖,20230129,1,6.8,6.8
461,日配,常温乳品,利乐枕纯奶,20230129,16,43.2,2.7
474,日配,冷冻汤圆,其它汤圆,20230129,1,8.3,8.3
474,蔬果,蔬菜,叶菜,20230129,0.57,3.306,5.8
474,蔬果,加工豆类,豆干豆皮,20230129,0.178,1.77288,9.96
474,粮油,五谷杂粮,散称白米,20230129,2.572,14.35176,5.58
