顾客编号,大类名称,中类名称,小类名称,销售日期,销售数量,销售金额,商品单价
397,蔬果,蔬菜,菌菇类,20150125,0.582,9.7776,16.8
911,日配,常温肉制品,猪肉火腿肠,20150125,1.0,10.3,10.3
911,休闲,即食熟制品,鱼类,20150125,1.0,6.9,6.9
976,日配,冷冻馄饨,其它馄饨,20150125,1.0,7.3,7.3
976,粮油,煮食面/粉,挂面,20150125,1.0,5.3,5.3
355,蔬果,蔬菜,根茎,20150125,0.101,0.505,5.0
355,日配,冷冻火锅类,火锅丸类,20150125,0.35,11.41,32.6
39,蔬果,蔬菜,菌菇类,20150125,0.384,6.912,18.0
441,蔬果,蔬菜,叶菜,20150125,0.918,2.35008,2.56
1043,冲调,冲调食品,麦片/粉,20150125,1.0,32.7,32.7
247,蔬果,蔬菜,其它蔬菜,20150125,1.0,18.0,18.0
1036,蔬果,蔬菜,根茎,20150125,0.991,2.53696,2.56
658,肉禽,鸡产品,调味鸡肉,20150125,0.344,6.7424,19.6
658,熟食,凉拌熟食,凉拌素食,20150125,1.1,22.0,20.0
1053,休闲,糕点,中式糕点,20150125,0.608,10.8224,17.8
1043,粮油,调味料,99%味精,20150125,1.0,3.9,3.9
1043,休闲,饼干,其他饼干,20150125,0.162,9.6876,59.8
247,蔬果,蔬菜,叶菜,20150125,0.404,1.03424,2.56
859,蔬果,水果,苹果类,20150125,0.402,4.81596,11.98
1054,洗化,洗护发用品,洗发水,20150125,1.0,9.5,9.5
1055,蔬果,蔬菜,叶菜,20150125,0.174,0.96744,5.56
39,粮油,调味酱,辣酱,20150125,1.0,7.9,7.9
238,粮油,调味料,香辛料,20150125,1.0,3.9,3.9
267,洗化,洗浴用品,沐浴露,20150125,-1.0,-35.9,35.9
576,粮油,调味料,鸡精,20150125,1.0,8.5,8.5
441,休闲,糕点,散称糕点,20150125,0.168,4.6704,27.8
235,休闲,饼干,趣味/休闲,20150125,1.0,5.7,5.7
999,洗化,浴厕厨清洁剂,餐具清洁剂,20150125,1.0,4.3,4.3
151,日配,常温乳品,利乐砖乳酸菌,20150125,12.0,66.0,5.5
181,蔬果,蔬菜,花果,20150125,0.4,0.792,1.98
152,蔬果,加工豆类,豆腐,20150125,0.502,1.48592,2.96
355,粮油,煮食面/粉,挂面,20150125,1.0,7.3,7.3
1043,日配,冷冻点心,冷冻面食,20150125,1.0,13.9,13.9
441,肉禽,鸡产品,调味鸡肉,20150125,0.256,5.0176,19.6
235,洗化,纸制品,软抽纸巾,20150125,1.0,21.9,21.9
658,蔬果,蔬菜,花果,20150125,0.835,2.1543,2.58
1058,蔬果,蔬菜,叶菜,20150125,1.059,2.71104,2.56
397,粮油,调味酱,辣酱,20150125,1.0,9.9,9.9
1053,休闲,糕点,沙琪玛,20150125,1.0,13.7,13.7
1055,洗化,纸制品,无芯纸,20150125,1.0,1.7,1.7
156,日配,冷藏乳品,冷藏乳酸菌,20150125,1.0,12.9,12.9
628,休闲,饼干,威化,20150125,1.0,14.9,14.9
181,日配,冷冻点心,冷冻面食,20150125,1.0,13.9,13.9
1059,蔬果,蔬菜,叶菜,20150125,0.454,2.5424,5.6
1043,粮油,罐头,肉类罐头,20150125,1.0,8.9,8.9
247,蔬果,水果,苹果类,20150125,0.954,11.42892,11.98
152,蔬果,蔬菜,叶菜,20150125,1.616,3.16736,1.96
1053,蔬果,水果,其它水果,20150125,0.546,10.8108,19.8
1058,蔬果,蔬菜,根茎,20150125,0.672,3.8976,5.8
859,蔬果,蔬菜,鲜调味,20150125,0.072,0.6912,9.6
1059,休闲,糕点,散称糕点,20150125,0.32,6.08,19.0
49,蔬果,蔬菜,叶菜,20150125,0.824,2.10944,2.56
1053,休闲,炒货,香瓜子,20150125,0.618,10.506,17.0
576,粮油,调味料,淀/酵/碱粉,20150125,1.0,3.9,3.9
576,洗化,纸制品,软抽纸巾,20150125,1.0,8.9,8.9
441,蔬果,蔬菜,叶菜,20150125,0.178,1.0324,5.8
441,日配,冷藏乳品,冷藏乳酸菌,20150125,1.0,12.9,12.9
976,日配,冷冻汤圆,其它汤圆,20150125,1.0,14.3,14.3
976,休闲,蜜饯,梅,20150125,1.0,4.2,4.2
88,蔬果,蔬菜,叶菜,20150125,0.428,5.136,12.0
92,肉禽,猪肉,鲜猪肉,20150125,0.31,8.618,27.8
845,蔬果,加工豆类,豆干豆皮,20150125,0.286,2.21936,7.76
845,蔬果,加工豆类,豆类料理,20150125,0.08,2.176,27.2
212,蔬果,蔬菜,花果,20150125,0.349,0.90042,2.58
1058,酒饮,国产白酒,普通高度白酒,20150125,4.0,60.0,15.0
859,蔬果,蔬菜,叶菜,20150125,0.488,3.20128,6.56
859,蔬果,蔬菜,菌菇类,20150125,0.17,1.1152,6.56
397,粮油,袋装速食面组,其他袋装面组,20150125,1.0,22.5,22.5
1055,蔬果,蔬菜,根茎,20150125,0.367,1.45332,3.96
49,蔬果,水果,柑桔柚类,20150125,1.002,3.98796,3.98
355,蔬果,蔬菜,叶菜,20150125,0.226,1.2656,5.6
355,日配,蛋类,新鲜蛋品,20150125,0.128,1.088,8.5
1037,休闲,糖果,软糖,20150125,1.0,1.0,1.0
217,日配,蛋类,新鲜蛋品,20150125,0.668,4.52904,6.78
88,蔬果,水果,梨类,20150125,1.071,3.40578,3.18
911,蔬果,水果,梨类,20150125,1.508,4.79544,3.18
911,休闲,糕点,蛋糕,20150125,0.222,11.4552,51.6
1043,粮油,盐/糖,功能盐,20150125,1.0,2.8,2.8
247,肉禽,猪肉,鲜猪肉,20150125,0.19,5.662,29.8
353,酒饮,啤酒,国产黄啤,20150125,6.0,12.0,2.0
212,日配,蛋类,新鲜蛋品,20150125,0.288,1.95264,6.78
1053,休闲,蜜饯,枣,20150125,1.0,24.9,24.9
1053,休闲,炒货,核桃/肉,20150125,0.632,25.1536,39.8
1055,蔬果,蔬菜,根茎,20150125,0.26,0.988,3.8
1055,洗化,纸制品,平板纸,20150125,1.0,3.7,3.7
39,蔬果,蔬菜,根茎,20150125,0.53,2.0988,3.96
576,洗化,洗衣用品,洗衣粉,20150125,1.0,12.9,12.9
976,粮油,酱菜类,榨菜,20150125,1.0,0.5,0.5
976,休闲,饼干,钙奶,20150125,1.0,3.9,3.9
355,休闲,饼干,钙奶,20150125,1.0,3.9,3.9
1041,蔬果,蔬菜,花果,20150125,0.528,1.36224,2.58
217,蔬果,蔬菜,叶菜,20150125,1.076,2.10896,1.96
628,休闲,即食熟制品,鱼类,20150125,1.0,13.9,13.9
845,蔬果,加工豆类,豆干豆皮,20150125,1.0,6.0,6.0
845,蔬果,加工豆类,豆类料理,20150125,0.16,3.456,21.6
247,蔬果,水果,进口水果,20150125,0.402,6.3918,15.9
181,蔬果,蔬菜,根茎,20150125,0.558,2.20968,3.96
355,蔬果,蔬菜,菌菇类,20150125,2.0,60.0,30.0
1036,蔬果,蔬菜,花果,20150125,0.286,2.84856,9.96
355,蔬果,蔬菜,花果,20150125,0.374,2.1692,5.8
1055,蔬果,蔬菜,根茎,20150125,0.484,1.91664,3.96
1055,洗化,纸制品,平板纸,20150125,1.0,3.9,3.9
1037,休闲,口香糖,有糖口香糖,20150125,1.0,3.4,3.4
217,蔬果,蔬菜,叶菜,20150125,0.438,5.256,12.0
88,休闲,饼干,简装/压缩,20150125,0.12,2.376,19.8
619,粮油,酱菜类,榨菜,20150125,4.0,9.2,2.3
88,蔬果,水果,桃/李类,20150125,0.614,6.11544,9.96
88,蔬果,水果,进口水果,20150125,0.564,9.9264,17.6
92,蔬果,其它加工,咸菜干货,20150125,0.32,0.64,2.0
911,休闲,糖果,棉花糖,20150125,1.0,3.7,3.7
1043,蔬果,蔬菜,叶菜,20150125,0.482,3.16192,6.56
628,休闲,糕点,蛋糕,20150125,1.0,11.9,11.9
628,洗化,纸制品,无芯纸,20150125,1.0,24.9,24.9
247,蔬果,加工豆类,豆腐,20150125,0.417,1.23432,2.96
658,蔬果,加工豆类,豆腐,20150125,0.602,1.78192,2.96
658,熟食,凉拌熟食,凉拌素食,20150125,0.572,11.44,20.0
658,酒饮,果汁饮料,植物蛋白饮料,20150125,1.0,13.7,13.7
1037,休闲,糖果,其他糖果,20150125,1.0,3.5,3.5
152,蔬果,蔬菜,菌菇类,20150125,0.2,3.6,18.0
397,蔬果,蔬菜,菌菇类,20150125,0.179,3.222,18.0
92,蔬果,蔬菜,花果,20150125,0.27,1.566,5.8
181,粮油,袋装速食面组,牛肉口味,20150125,1.0,14.7,14.7
1059,休闲,膨化点心,米制点心,20150125,0.222,6.1716,27.8
217,蔬果,蔬菜,叶菜,20150125,0.214,1.40384,6.56
1055,蔬果,蔬菜,花果,20150125,0.934,1.6812,1.8
441,休闲,糕点,散称糕点,20150125,0.236,4.6728,19.8
1053,休闲,蜜饯,山楂,20150125,1.0,5.5,5.5
217,蔬果,蔬菜,花果,20150125,0.902,2.32716,2.58
1043,休闲,糕点,散称糕点,20150125,0.342,17.0316,49.8
247,熟食,凉拌熟食,凉拌素食,20150125,0.352,7.04,20.0
1055,蔬果,蔬菜,根茎,20150125,0.594,1.0692,1.8
49,蔬果,水果,苹果类,20150125,1.07,10.7,10.0
238,日配,蛋类,新鲜蛋品,20150125,0.704,4.77312,6.78
911,蔬果,水果,其它水果,20150125,0.936,28.08,30.0
658,熟食,现制中式面点,现制蒸类,20150125,8.0,4.0,0.5
600,粮油,桶杯装速食面,牛肉口味,20150125,4.0,19.6,4.9
1058,蔬果,蔬菜,根茎,20150125,0.536,2.68,5.0
628,休闲,膨化点心,袋装薯片,20150125,1.0,5.9,5.9
1043,日配,冷藏肉制品,片状火腿,20150125,1.0,3.9,3.9
247,蔬果,蔬菜,根茎,20150125,0.336,1.33056,3.96
1058,休闲,炒货,香瓜子,20150125,0.392,5.4096,13.8
105,蔬果,蔬菜,根茎,20150125,0.528,4.0128,7.6
236,洗化,卫生巾,卫生护垫,20150125,1.0,4.7,4.7
1059,蔬果,蔬菜,菌菇类,20150125,0.4,2.624,6.56
1054,针织,毛巾,花色面巾,20150125,1.0,9.5,9.5
267,日配,冷藏乳品,冷藏加味酸乳,20150125,1.0,7.5,7.5
267,洗化,洗浴用品,沐浴露,20150125,1.0,14.9,14.9
441,蔬果,加工豆类,豆腐,20150125,0.447,1.32312,2.96
976,休闲,糕点,中式糕点,20150125,1.0,5.7,5.7
1036,蔬果,蔬菜,花果,20150125,0.284,2.7264,9.6
619,粮油,袋装速食面组,牛肉口味,20150125,1.0,14.7,14.7
1053,休闲,炒货,锅巴,20150125,1.0,3.9,3.9
1036,蔬果,水果,蕉类,20150125,0.74,7.3852,9.98
355,蔬果,蔬菜,鲜调味,20150125,0.324,5.0544,15.6
217,蔬果,水果,苹果类,20150125,0.991,17.6398,17.8
88,蔬果,蔬菜,根茎,20150125,0.484,3.7752,7.8
39,蔬果,蔬菜,鲜调味,20150125,0.186,1.7856,9.6
92,粮油,五谷杂粮,豆,20150125,0.826,11.3988,13.8
92,蔬果,蔬菜,根茎,20150125,0.266,1.05336,3.96
911,蔬果,水果,苹果类,20150125,1.198,14.35204,11.98
911,休闲,糕点,散称糕点,20150125,0.244,4.636,19.0
397,蔬果,加工豆类,豆类料理,20150125,0.194,4.1904,21.6
1053,蔬果,水果,苹果类,20150125,1.97,54.766,27.8
1054,洗化,洗浴用品,功能性香皂,20150125,1.0,11.9,11.9
49,蔬果,蔬菜,根茎,20150125,0.941,3.72636,3.96
238,蔬果,蔬菜,叶菜,20150125,0.092,1.104,12.0
156,休闲,膨化点心,其他膨化点心,20150125,1.0,4.3,4.3
1037,酒饮,进口饮料,进口果汁,20150125,1.0,5.7,5.7
628,休闲,蜜饯,山楂,20150125,1.0,6.7,6.7
914,肉禽,牛肉,熟牛肉,20150125,0.15,12.0,80.0
231,针织,拖鞋,鞋窝,20150125,1.0,45.0,45.0
628,休闲,糕点,蛋糕,20150125,1.0,5.9,5.9
914,蔬果,蔬菜,叶菜,20150125,1.859,4.75904,2.56
212,粮油,南北干货,粉丝/条,20150125,0.242,1.6456,6.8
658,日配,蛋类,新鲜蛋品,20150125,0.74,5.0172,6.78
658,休闲,糖果,其他糖果,20150125,1.0,3.5,3.5
859,肉禽,猪肉,鲜猪肉,20150125,0.478,14.2444,29.8
859,蔬果,加工豆类,豆腐,20150125,1.0,2.0,2.0
859,日配,常温乳品,利乐枕纯奶,20150125,16.0,43.2,2.7
1059,水产,冰鲜水产,贝蛤类,20150125,0.306,9.18,30.0
1058,蔬果,蔬菜,芽菜,20150125,0.844,1.48544,1.76
105,蔬果,蔬菜,根茎,20150125,0.506,3.9468,7.8
628,休闲,膨化点心,袋装薯片,20150125,1.0,5.9,5.9
628,休闲,膨化点心,其他膨化点心,20150125,1.0,2.7,2.7
247,日配,冷冻汤圆,无馅汤圆,20150125,1.0,4.9,4.9
658,蔬果,蔬菜,根茎,20150125,0.424,1.67904,3.96
1055,蔬果,水果,柑桔柚类,20150125,0.624,6.24,10.0
267,洗化,洗浴用品,沐浴露,20150125,1.0,35.9,35.9
267,家居,卫浴用品,搓澡巾及手套,20150125,1.0,9.0,9.0
441,粮油,煮食面/粉,蔬菜挂面,20150125,1.0,6.3,6.3
619,休闲,饼干,夹心,20150125,1.0,6.9,6.9
644,蔬果,蔬菜,花果,20150125,0.39,2.184,5.6
1055,洗化,纸制品,平板纸,20150125,1.0,3.9,3.9
39,日配,冷藏乳品,冷藏加味酸乳,20150125,15.0,36.0,2.4
217,蔬果,加工豆类,豆腐,20150125,0.67,1.9832,2.96
441,蔬果,蔬菜,根茎,20150125,0.86,48.16,56.0
999,家居,打扫用品,洗衣/鞋刷,20150125,1.0,10.0,10.0
1055,蔬果,蔬菜,芽菜,20150125,0.408,0.60384,1.48
92,蔬果,蔬菜,花果,20150125,0.466,4.4736,9.6
911,休闲,膨化点心,薯条,20150125,1.0,5.9,5.9
49,蔬果,蔬菜,花果,20150125,0.21,2.016,9.6
441,蔬果,蔬菜,芽菜,20150125,0.196,0.34496,1.76
658,肉禽,猪肉,鲜猪肉,20150125,0.29,8.062,27.8
105,蔬果,水果,梨类,20150125,1.196,14.32808,11.98
397,粮油,煮食面/粉,挂面,20150125,5.0,33.5,6.7
1055,蔬果,蔬菜,叶菜,20150125,1.496,3.82976,2.56
385,日配,蛋类,新鲜蛋品,20150125,1.566,10.61748,6.78
238,蔬果,蔬菜,鲜调味,20150125,0.424,2.78144,6.56
1036,休闲,炒货,带壳花生,20150126,0.29,3.422,11.8
1061,蔬果,水果,进口水果,20150126,0.554,9.7504,17.6
676,酒饮,果汁饮料,植物蛋白饮料,20150126,1.0,11.3,11.3
188,休闲,口香糖,有糖口香糖,20150126,1.0,9.7,9.7
783,蔬果,蔬菜,根茎,20150126,0.751,2.97396,3.96
676,蔬果,其它加工,咸菜干货,20150126,0.608,1.216,2.0
621,蔬果,蔬菜,花果,20150126,0.632,1.63056,2.58
188,休闲,糕点,蛋卷,20150126,1.0,4.5,4.5
108,日配,蛋类,新鲜蛋品,20150126,1.496,10.14288,6.78
108,休闲,即食熟制品,鱼类,20150126,5.0,5.0,1.0
1064,休闲,炒货,带壳花生,20150126,1.0,5.9,5.9
963,文体,学生用品,橡皮,20150126,1.0,1.7,1.7
81,蔬果,水果,蕉类,20150126,0.87,5.1852,5.96
791,洗化,纸制品,盒装面纸,20150126,1.0,6.9,6.9
127,粮油,南北干货,蔬菜,20150126,1.0,15.9,15.9
388,休闲,饼干,钙奶,20150126,1.0,3.9,3.9
32,蔬果,水果,柑桔柚类,20150126,0.734,1.468,2.0
32,文体,胶水胶带,双面胶,20150126,1.0,11.3,11.3
212,酒饮,果汁饮料,其他果汁饮料,20150126,1.0,9.9,9.9
963,针织,女内衣裤,盒装女内裤,20150126,1.0,30.0,30.0
1036,休闲,饼干,其他饼干,20150126,0.504,30.1392,59.8
878,蔬果,蔬菜,花果,20150126,0.26,1.976,7.6
621,日配,蛋类,新鲜蛋品,20150126,1.3,8.814,6.78
142,日配,常温肉制品,猪肉火腿肠,20150126,1.0,16.3,16.3
204,蔬果,蔬菜,花果,20150126,0.544,3.56864,6.56
326,休闲,糕点,蛋糕,20150126,1.0,8.9,8.9
12,休闲,蜜饯,山楂,20150126,1.0,5.5,5.5
437,日配,蛋类,新鲜蛋品,20150126,2.058,13.95324,6.78
437,粮油,南北干货,粉丝/条,20150126,1.238,8.4184,6.8
395,蔬果,水果,梨类,20150126,0.894,8.90424,9.96
395,日配,冷藏乳品,冷藏乳酸菌,20150126,1.0,5.0,5.0
212,酒饮,进口饮料,进口果汁,20150126,1.0,6.5,6.5
1068,洗化,洗衣用品,洗衣皂,20150126,1.0,4.7,4.7
791,日配,蛋类,新鲜蛋品,20150126,1.212,23.9976,19.8
962,粮油,煮食面/粉,其他煮食面/粉,20150126,0.49,5.292,10.8
139,休闲,糕点,散称糕点,20150126,0.358,5.6564,15.8
12,蔬果,蔬菜,叶菜,20150126,0.532,6.384,12.0
1019,肉禽,猪肉,鲜猪肉,20150126,0.316,8.7848,27.8
551,日配,常温肉制品,猪肉火腿肠,20150126,1.0,3.3,3.3
551,休闲,糕点,派,20150126,1.0,12.0,12.0
87,休闲,饼干,苏打,20150126,1.0,3.5,3.5
1074,日配,蛋类,新鲜蛋品,20150126,0.73,4.9494,6.78
395,日配,冷藏乳品,冷藏乳酸菌,20150126,1.0,9.9,9.9
1064,休闲,炒货,带壳花生,20150126,1.0,5.8,5.8
87,蔬果,蔬菜,花果,20150126,0.36,2.088,5.8
378,家电,电池配件,干电池,20150126,6.0,6.0,1.0
142,蔬果,蔬菜,根茎,20150126,0.787,2.01472,2.56
204,蔬果,蔬菜,根茎,20150126,0.903,4.515,5.0
395,休闲,糕点,中式糕点,20150126,0.53,20.988,39.6
108,休闲,炒货,香瓜子,20150126,1.0,8.7,8.7
1064,休闲,饼干,钙奶,20150126,6.0,23.4,3.9
1064,休闲,炒货,带壳花生,20150126,1.0,5.9,5.9
1077,粮油,五谷杂粮,散称白米,20150126,4.66,26.0028,5.58
878,蔬果,加工豆类,豆腐,20150126,2.0,3.0,1.5
188,休闲,炒货,其他炒货,20150126,0.17,6.086,35.8
986,肉禽,猪肉,鲜猪肉,20150126,1.992,51.3936,25.8
986,蔬果,水果,蕉类,20150126,4.108,24.48368,5.96
1068,蔬果,蔬菜,叶菜,20150126,0.417,2.3352,5.6
1068,蔬果,蔬菜,根茎,20150126,0.592,2.96,5.0
1068,日配,蛋类,新鲜蛋品,20150126,0.32,2.72,8.5
113,洗化,洗衣用品,洗衣液,20150126,1.0,17.9,17.9
113,日配,冷藏乳品,冷藏营养酸乳,20150126,1.0,8.3,8.3
1007,蔬果,蔬菜,鲜调味,20150126,0.381,3.6576,9.6
677,蔬果,水果,梨类,20150126,1.366,5.464,4.0
783,蔬果,蔬菜,叶菜,20150126,0.534,1.36704,2.56
783,蔬果,蔬菜,有机蔬菜,20150126,0.388,1.94,5.0
105,蔬果,蔬菜,菌菇类,20150126,0.482,8.0976,16.8
52,粮油,液体调料,其他液体调料,20150126,1.0,3.9,3.9
121,蔬果,水果,进口水果,20150126,0.654,10.3986,15.9
1074,蔬果,加工豆类,豆类料理,20150126,0.132,3.5904,27.2
87,洗化,纸制品,无芯纸,20150126,1.0,24.9,24.9
81,蔬果,蔬菜,花果,20150126,0.89,1.7622,1.98
1064,粮油,罐头,肉类罐头,20150126,6.0,53.4,8.9
1064,酒饮,国产白酒,普通低度白酒,20150126,3.0,198.0,66.0
388,休闲,饼干,夹心,20150126,1.0,11.3,11.3
326,粮油,袋装速食面组,海鲜口味,20150126,1.0,14.7,14.7
326,休闲,糕点,蛋糕,20150126,1.0,6.9,6.9
223,肉禽,猪肉,鲜猪肉,20150126,0.246,7.3308,29.8
223,蔬果,蔬菜,鲜调味,20150126,0.27,1.6146,5.98
1077,蔬果,蔬菜,根茎,20150126,0.667,2.668,4.0
1061,蔬果,水果,柑桔柚类,20150126,0.752,1.504,2.0
1061,蔬果,水果,苹果类,20150126,0.746,20.7388,27.8
1061,蔬果,水果,蕉类,20150126,0.648,3.86208,5.96
188,休闲,炒货,豆类,20150126,0.104,3.0784,29.6
986,蔬果,蔬菜,根茎,20150126,7.705,42.8398,5.56
90,洗化,口腔卫生用品,成人牙膏,20150126,1.0,9.9,9.9
90,洗化,纸制品,平板纸,20150126,1.0,3.9,3.9
1068,洗化,口腔卫生用品,成人牙膏,20150126,1.0,16.9,16.9
105,蔬果,蔬菜,根茎,20150126,0.556,1.0008,1.8
963,日配,常温肉制品,猪肉火腿肠,20150126,1.0,8.0,8.0
113,蔬果,水果,进口水果,20150126,0.406,6.4554,15.9
113,酒饮,进口酒,预调酒,20150126,1.0,6.5,6.5
52,蔬果,蔬菜,叶菜,20150126,0.778,4.668,6.0
12,蔬果,蔬菜,根茎,20150126,1.064,4.21344,3.96
352,粮油,盐/糖,绵白糖,20150126,1.0,6.8,6.8
1064,酒饮,国产白酒,普通低度白酒,20150126,1.0,89.9,89.9
280,休闲,炒货,其他炒货,20150126,0.194,6.9452,35.8
223,蔬果,蔬菜,花果,20150126,0.422,4.0512,9.6
1077,粮油,酱菜类,笋类,20150126,1.0,2.3,2.3
791,休闲,炒货,核桃/肉,20150126,1.0,34.5,34.5
267,粮油,五谷杂粮,杂粮,20150126,1.006,11.9714,11.9
677,蔬果,蔬菜,叶菜,20150126,6.945,17.7792,2.56
396,蔬果,蔬菜,根茎,20150126,0.376,1.48896,3.96
396,日配,冷藏乳品,冷藏营养酸乳,20150126,1.0,4.5,4.5
52,休闲,即食熟制品,豆干类,20150126,1.0,2.6,2.6
223,蔬果,加工豆类,豆腐,20150126,2.0,4.0,2.0
1077,蔬果,蔬菜,其它蔬菜,20150126,4.0,8.0,2.0
1077,粮油,液体调料,凉拌酱油,20150126,1.0,4.9,4.9
121,粮油,南北干货,桂圆,20150126,0.178,3.5244,19.8
621,蔬果,水果,梨类,20150126,0.891,10.67418,11.98
32,文体,笔类,铅笔/活动铅笔,20150126,1.0,2.7,2.7
32,文体,笔类,铅笔/活动铅笔,20150126,1.0,1.7,1.7
878,蔬果,水果,进口水果,20150126,0.494,8.6944,17.6
676,粮油,酱菜类,腐乳,20150126,1.0,8.3,8.3
986,蔬果,蔬菜,根茎,20150126,5.514,9.9252,1.8
1081,蔬果,蔬菜,叶菜,20150126,1.0,4.98,4.98
1068,蔬果,蔬菜,根茎,20150126,0.728,1.42688,1.96
1068,蔬果,蔬菜,鲜调味,20150126,0.636,4.17216,6.56
1068,洗化,口腔卫生用品,成人牙刷,20150126,1.0,9.9,9.9
963,休闲,进口食品,进口休闲食品,20150126,1.0,5.5,5.5
204,休闲,炒货,带壳花生,20150126,0.288,3.3984,11.8
677,洗化,纸制品,无芯纸,20150126,1.0,15.9,15.9
280,休闲,即食熟制品,其他即食熟制品,20150126,1.0,1.2,1.2
113,蔬果,水果,进口水果,20150126,0.578,10.1728,17.6
621,休闲,饼干,酥性,20150126,1.0,5.5,5.5
61,日配,冷藏乳品,冷藏营养鲜乳,20150126,1.0,4.5,4.5
1036,蔬果,蔬菜,根茎,20150126,0.538,0.9684,1.8
878,蔬果,水果,梨类,20150126,2.092,6.65256,3.18
676,蔬果,蔬菜,鲜调味,20150126,0.092,0.8832,9.6
1068,洗化,洗浴用品,香皂,20150126,1.0,5.9,5.9
962,蔬果,蔬菜,其它蔬菜,20150126,0.266,2.11736,7.96
139,蔬果,水果,梨类,20150126,1.522,6.088,4.0
1019,蔬果,蔬菜,叶菜,20150126,0.178,1.16768,6.56
1074,粮油,南北干货,其他南北干货,20150126,0.226,15.82,70.0
395,休闲,口香糖,有糖口香糖,20150126,1.0,1.5,1.5
108,休闲,糕点,中式糕点,20150126,0.52,9.256,17.8
108,休闲,蜜饯,山楂,20150126,0.302,7.7916,25.8
677,蔬果,蔬菜,叶菜,20150126,3.188,8.16128,2.56
551,蔬果,蔬菜,叶菜,20150126,1.0,4.98,4.98
551,日配,外送面包糕点,外送中式糕点,20150126,1.0,10.9,10.9
551,文体,学生用品,橡皮,20150126,1.0,2.3,2.3
281,粮油,南北干货,木耳,20150126,0.104,9.3392,89.8
81,蔬果,蔬菜,菌菇类,20150126,0.796,7.164,9.0
676,洗化,纸制品,无芯纸,20150126,1.0,15.9,15.9
188,日配,冷藏肉制品,香肠类,20150126,1.0,18.3,18.3
1083,熟食,凉拌熟食,凉拌素食,20150126,0.456,9.12,20.0
783,肉禽,猪肉,鲜猪肉,20150126,0.3,8.94,29.8
783,日配,常温乳品,百利包纯奶,20150126,5.0,10.5,2.1
963,粮油,液体调料,料酒,20150126,1.0,6.9,6.9
51,蔬果,蔬菜,根茎,20150126,0.61,2.4156,3.96
212,酒饮,碳酸饮料,可乐型,20150126,1.0,14.3,14.3
212,酒饮,运动机能饮料,运动饮料,20150126,1.0,4.0,4.0
212,酒饮,进口饮料,进口果汁,20150126,1.0,5.5,5.5
87,休闲,炒货,西瓜子,20150126,1.0,8.5,8.5
223,蔬果,蔬菜,叶菜,20150126,0.764,3.02544,3.96
1077,蔬果,蔬菜,有机蔬菜,20150126,0.364,1.82,5.0
1077,粮油,五谷杂粮,散称白米,20150126,5.054,28.20132,5.58
127,日配,常温肉制品,猪肉火腿肠,20150126,1.0,16.3,16.3
188,休闲,即食熟制品,豆干类,20150126,1.0,4.0,4.0
1068,洗化,室内清洁剂,家用清洁剂,20150126,1.0,18.7,18.7
783,粮油,液体调料,料酒,20150126,1.0,3.9,3.9
32,文体,学生用品,修正液/带,20150126,1.0,3.3,3.3
188,休闲,即食熟制品,猪肉干,20150126,1.0,13.9,13.9
1068,蔬果,蔬菜,叶菜,20150126,0.368,2.208,6.0
1068,洗化,室内清洁剂,家用清洁剂,20150126,1.0,8.9,8.9
1074,蔬果,蔬菜,其它蔬菜,20150126,1.0,24.0,24.0
51,蔬果,蔬菜,其它蔬菜,20150126,4.0,8.0,2.0
108,粮油,五谷杂粮,袋装白米,20150126,1.0,49.9,49.9
352,粮油,液体调料,陈醋,20150126,1.0,4.3,4.3
1074,蔬果,蔬菜,叶菜,20150126,0.376,2.1056,5.6
1074,蔬果,蔬菜,芽菜,20150126,0.278,0.41144,1.48
127,休闲,糕点,中式糕点,20150126,0.462,9.0552,19.6
51,粮油,南北干货,红枣,20150126,0.24,9.072,37.8
231,粮油,煮食面/粉,挂面,20150126,1.0,8.5,8.5
791,休闲,膨化点心,米制点心,20150126,1.0,19.9,19.9
878,蔬果,蔬菜,叶菜,20150126,0.634,2.51064,3.96
188,粮油,煮食面/粉,挂面,20150126,1.0,5.3,5.3
105,蔬果,蔬菜,根茎,20150126,0.964,3.81744,3.96
61,蔬果,蔬菜,花果,20150126,0.258,1.9608,7.6
61,日配,常温肉制品,猪肉火腿肠,20150126,1.0,1.7,1.7
986,蔬果,蔬菜,花果,20150126,7.745,24.4742,3.16
1081,蔬果,蔬菜,根茎,20150126,0.568,1.11328,1.96
1068,洗化,个人卫生用品,棉棒/棉球,20150126,1.0,2.0,2.0
783,蔬果,蔬菜,鲜调味,20150126,0.16,1.536,9.6
378,粮油,调味料,其他鲜味精,20150126,1.0,4.9,4.9
378,酒饮,乳饮料,巧克力乳饮,20150126,1.0,4.5,4.5
1077,蔬果,蔬菜,菌菇类,20150126,0.256,2.304,9.0
621,休闲,饼干,苏打,20150126,1.0,3.5,3.5
127,粮油,煮食面/粉,挂面,20150126,1.0,6.9,6.9
87,休闲,饼干,苏打,20150126,1.0,3.5,3.5
378,洗化,口腔卫生用品,成人牙膏,20150126,1.0,20.9,20.9
1077,蔬果,蔬菜,花果,20150126,0.508,1.00584,1.98
783,蔬果,蔬菜,鲜调味,20150126,0.22,3.432,15.6
1007,蔬果,蔬菜,花果,20150126,0.892,8.5632,9.6
1074,休闲,蜜饯,地瓜,20150126,0.414,8.1972,19.8
